tile_id,question_id,level,level_name,question,answer_lr,answer_sr,answer_gt
tile_0333,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0333,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0333,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0333,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0333,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the top left corner. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the top left corner and the other is located at the top right corner. The roads are not specified as paved or un
tile_0333,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,"There is one building visible in the image, and it is located at the top right corner. The rooftop of the building is not visible in the image, but it can be assumed that it is made of the",There are two buildings visible in the image. One of them is surrounded by trees at the bottom right. The other one is located at the top left. The color or material of the rooftops is not specified in,"There are a total of 4 buildings visible in the image. The rooftop of one of the buildings is surrounded by trees, and the rooftop of another building is surrounded by trees at the left side"
tile_0334,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 50%, agriculture 30%, urban 5%, water 10%, bare soil 5%","forest 50%, agriculture 30%, urban 5%, water 10%, bare soil 5%"
tile_0334,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes
tile_0334,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,10
tile_0334,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0334,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,10
tile_0334,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the bottom right. The road at the bottom left appears to be paved,",There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the center. The road at the bottom left appears to be an unpaved
tile_0334,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,"There are a total of 3 buildings visible in the image. One building is located at the left side of the image, one building is located at the top left corner of the image, and one building is located at the","There are a total of 4 buildings visible in the image. The building at the left has a gray rooftop, the building at the right has a gray rooftop, the building at the top has"
tile_0335,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 50%, agriculture 25%, urban 0%, water 25%, bare soil 5%","forest 60%, agriculture 20%, urban 0%, water 10%, bare soil 10%"
tile_0335,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0335,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,3,3
tile_0335,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0335,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,2
tile_0335,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom of the image. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom of the image. It appears to be an unpaved road."
tile_0335,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,"There is one building visible in the image, and it is not possible to determine the rooftop color or material from the provided image.","There are two buildings visible in this image. One of them is surrounded by trees at the bottom left, and the other one is located at the bottom right. The color or material of the rooftops is not specified","There are two buildings visible in the image. One of them is surrounded by trees at the bottom left, and the other is located at the bottom right. The color or material of the rooftops is not specified in"
tile_0336,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 50%, agriculture 25%, urban 0%, water 25%, bare soil 5%","forest 50%, agriculture 30%, urban 5%, water 5%, bare soil 5%"
tile_0336,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0336,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,10
tile_0336,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0336,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0336,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the center. It appears to be a paved road, possibly made of asphalt or concrete. The road is likely a main","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road."
tile_0336,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,"There are a total of 3 buildings visible in the image. One building is located at the bottom right, one building is located at the top right, and one building is located at the top left. The rooft"
tile_0337,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 5%, bare soil 20%","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 15%","forest 50%, agriculture 30%, urban 5%, water 10%, bare soil 5%"
tile_0337,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0337,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0337,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0337,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,11
tile_0337,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom of the image. It appears to be an unpaved road.",There are two roads or paths visible in this image. One is located at the bottom of the image and the other is located at the center of the image. The road at the bottom is unp,There are two roads or paths visible in this image. One is located at the bottom of the image and the other is located at the center of the image. The road at the bottom is unp
tile_0337,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There are a total of 4 buildings visible in the image. The building at the center has a gray rooftop. The building at the right has a gray rooftop. The building at the top has,"There are a total of 6 buildings visible in the image. The building at the top is surrounded by trees, and the building at the top left is surrounded by trees as well. The building at the top right is surrounded"
tile_0338,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 5%, bare soil 20%","forest 60%, agriculture 20%, water 10%, bare soil 10%, urban 10%.","forest 50%, agriculture 30%, urban 5%, water 5%, bare soil 5%"
tile_0338,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0338,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,4
tile_0338,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0338,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0338,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road or path visible in this image, which is located at the top of the image. It appears to be a paved road or path, as it is clearly visible and has a","There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top right. The road at the bottom right appears to be paved,","There is one road visible in the image, which is located at the bottom of the image. It appears to be an unpaved road."
tile_0338,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There are two buildings visible in this image. One of them is at the bottom left and the other one is at the bottom right. The color or material of the rooftop is not specified in the image.,"There are two buildings visible in the image. One of them is surrounded by trees at the bottom left, and the other is located at the bottom right. The color or material of the rooftops is not specified in","There are a total of 3 buildings visible in the image. The building at the bottom left is surrounded by trees, and the building at the bottom right is surrounded by trees. The building at the center is surrounded by trees"
tile_0339,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 50%, agriculture 30%, urban 5%, water 10%, bare soil 5%","forest 50%, agriculture 30%, urban 5%, water 10%, bare soil 5%"
tile_0339,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0339,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0339,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0339,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,10
tile_0339,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the top right. The road at the bottom left appears to be an unp,There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the bottom right. The road at the bottom left appears to be unpaved
tile_0339,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,"There are a total of 4 buildings visible in the image. The building at the bottom left is surrounded by trees, and the building at the bottom right is surrounded by trees as well. The building at the left is surrounded","There are a total of 4 buildings visible in the image. The building at the left has a gray rooftop, the building at the top left has a gray rooftop, the building at the top"
tile_0340,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 80%, agriculture 0%, urban 0%, water 0%, bare soil 0%","forest 75%, agriculture 10%, urban 0%, water 0%, bare soil 0%","forest 75%, agriculture 10%, urban 5%, water 5%, bare soil 5%"
tile_0340,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,No.
tile_0340,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,3,1
tile_0340,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0340,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0340,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top left. The road at the bottom right is paved and appears to
tile_0340,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There are two buildings visible in the image. One of them is surrounded by trees at the top left. The other one is located at the top right. The color or material of the rooftops is not specified in
tile_0341,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 75%, agriculture 0%, urban 0%, water 10%, bare soil 15%","forest 75%, agriculture 0%, urban 0%, water 10%, bare soil 15%","forest 75%, agriculture 10%, urban 0%, water 0%, bare soil 0%"
tile_0341,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0341,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0341,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,Yes.
tile_0341,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0341,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom left. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the top of the image. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom left. It appears to be an unpaved road, possibly made of dirt or gravel."
tile_0341,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,"There is one building visible in the image, and it is located at the top left corner. The building has a gray rooftop.",There is one building visible in the image. It is not possible to determine the rooftop color or material of the building from the provided image.
tile_0342,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 40%, agriculture 30%, urban 5%, water 10%, bare soil 5%","forest 40%, agriculture 30%, urban 5%, water 10%, bare soil 5%"
tile_0342,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0342,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,10
tile_0342,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0342,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,10,11
tile_0342,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the top of the image. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the top. The road at the bottom left appears to be an unpaved,There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the top right. The road at the bottom left appears to be an unp
tile_0342,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There are a total of 4 buildings visible in the image. The building at the top right has a gray rooftop. The building at the top left has a white rooftop. The building at the,There are a total of 10 buildings visible in the image. The rooftop of one building is described as being made of dimgray material.
tile_0343,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 40%, agriculture 30%, urban 5%, water 10%, bare soil 5%","forest 40%, agriculture 30%, urban 5%, water 10%, bare soil 5%","forest 40%, agriculture 30%, urban 5%, water 10%, bare soil 5%"
tile_0343,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0343,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,3
tile_0343,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0343,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0343,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,There are two roads or paths visible in this image. One is located at the top right of the image and appears to be a paved road or path. The other is located at the bottom of,"There is one road visible in the image, which is located at the top right corner. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the top right corner of the image and the other is located at the top left corner of the image. Both roads are un
tile_0343,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There are two buildings visible in this image. One of them is surrounded by trees at the bottom right. The other one is located at the bottom left. The color or material of the rooftop is not specified in,There are a total of 3 buildings visible in the image. The building at the top right has a gray rooftop.,There are a total of 4 buildings visible in the image. The building at the top right has a gray rooftop.
tile_0344,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 80%, agriculture 0%, urban 0%, water 0%, bare soil 0%","forest 50%, agriculture 30%, urban 5%, water 10%, bare soil 5%","forest 50%, agriculture 30%, urban 5%, water 10%, bare soil 5%"
tile_0344,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0344,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,4
tile_0344,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0344,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,10
tile_0344,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the center of the image. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the center of the image and the other is located at the right side of the image. The roads or paths are not specified,There are two roads or paths visible in this image. One is located at the center of the image and the other is located at the right side of the image. The roads are not specified as p
tile_0344,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building from the provided image.,There are a total of 4 buildings visible in the image. The building at the right has a gray rooftop.,There are a total of 4 buildings visible in the image. The building at the right has a gray rooftop.
tile_0345,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 75%, agriculture 10%, urban 0%, water 0%, bare soil 15%","forest 50%, agriculture 20%, urban 5%, water 25%, bare soil 5%.","forest 50%, agriculture 30%, urban 5%, water 10%, bare soil 5%"
tile_0345,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0345,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0345,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0345,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,11,11
tile_0345,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom left. It appears to be an unpaved road.",There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top right. The road at the bottom right is surrounded by trees and appears,There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the top left. The road at the bottom left appears to be an unp
tile_0345,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building from the provided image.,"There are a total of 4 buildings visible in the image. The building at the bottom left is surrounded by trees, and the building at the bottom right is surrounded by trees as well. The building at the center is surrounded","There are a total of 6 buildings visible in the image. The rooftop of one building is surrounded by trees at the bottom left, and another building is surrounded by trees at the bottom right. The building at"
tile_0346,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 50%, agriculture 20%, urban 5%, water 25%, bare soil 5%","forest 50%, agriculture 20%, urban 5%, water 5%, bare soil 20%"
tile_0346,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0346,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",3,2,1
tile_0346,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0346,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,11
tile_0346,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom of the image. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom of the image and the other is located at the top of the image. The road at the bottom is surrounded by,There are two roads or paths visible in this image. One is located at the bottom of the image and the other is located at the top of the image. The road at the bottom is unp
tile_0346,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,"There is one building visible in the image, and it is located at the bottom right. The rooftop of the building is not visible in the image, so it is not possible to determine the color or material of",There are two buildings visible in the image. One of them has a gray rooftop.,There are a total of 6 buildings visible in the image. The building at the top right has a gray rooftop. The building at the top has a gray rooftop. The building at the top
tile_0347,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 0%, urban 0%, water 0%, bare soil 50%","forest 60%, agriculture 10%, urban 0%, water 20%, bare soil 10%","forest 60%, agriculture 20%, urban 5%, water 5%, bare soil 10%"
tile_0347,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0347,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0347,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,Yes.
tile_0347,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,10
tile_0347,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the top right corner. It appears to be an unpaved road, possibly made of dirt or gravel.","There are two roads or paths visible in this image. One is located at the top right and the other is located at the top left. The road at the top right appears to be paved,",There are two roads or paths visible in this image. One is located at the top right corner of the image and appears to be a paved road or path. The other is located at the top
tile_0347,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,"There is one building visible in the image, and it is located at the top left corner. The building has a gray rooftop.","There are a total of 4 buildings visible in the image. The building at the top left is surrounded by trees, and the building at the top right is surrounded by trees as well. The building at the bottom left is"
tile_0348,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 75%, agriculture 0%, urban 0%, water 10%, bare soil 15%","forest 70%, agriculture 10%, urban 0%, water 0%, bare soil 0%"
tile_0348,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0348,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",0,1,1
tile_0348,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,Yes.
tile_0348,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0348,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom of the image and the other is located at the top right of the image. The road at the bottom is likely,There are two roads or paths visible in this image. One is located at the top right corner of the image and appears to be a paved road or path. The other is located at the top
tile_0348,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,"There is one building visible in the image, and it is not possible to determine the rooftop color or material from the provided image.",There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,"There are a total of 4 buildings visible in the image. The building at the top left is surrounded by trees, and the building at the top right is surrounded by trees as well. The building at the bottom left is"
tile_0349,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 75%, agriculture 0%, urban 0%, water 10%, bare soil 15%","forest 60%, agriculture 30%, urban 5%, water 5%, bare soil 0%"
tile_0349,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0349,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,3
