region,tile_id,caption_lr,caption_sr,caption_gt_rs,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
R2,tile_0142,a green leaf with white spots,an aerial view of the site of the proposed site,an aerial view of the golf course,0.0,0.5,0.0,0.588235294117647,0.0,0.5120824435601949
R2,tile_0143,a green leaf with a white background,a satellite image of a golf course,an aerial view of the golf course at the country club,0.0,0.2420220522890396,0.0,0.3333333333333332,0.0,0.2385534451960737
R2,tile_0144,a cat is looking up at the sky,a green field,a satellite image of a lake,0.125,0.1226264803904807,0.1428571428571428,0.2222222222222222,0.0,0.0
R2,tile_0145,a cat is sitting on a chair and looking up,a green area,a satellite image of the golf course at the augusta course,0.0904837418035959,0.0231611504076005,0.0952380952380952,0.1428571428571428,0.0,0.0
R2,tile_0146,a black bear,a green piece of grass,an aerial view of a lake with a small island in the middle,0.0118913311157508,0.0807586071978621,0.125,0.2222222222222222,0.0,0.0834094114395393
R2,tile_0147,a black pen with a white background,a green field,a bird is perched on a wooden post,0.2476793999286233,0.0629585342791872,0.2666666666666666,0.1818181818181818,0.0,0.0
R2,tile_0148,a black and white cat sitting on top of a green chair,a large field with a road and a road,an aerial view of the site of the proposed new airport,0.0833333333333333,0.0,0.0869565217391304,0.0,0.090990681362148,0.0
R2,tile_0149,a close up of a leaf with a blur,an aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.0994265907571521,1.0,0.1052631578947368,1.0,0.1152155433779312,1.0
R2,tile_0150,a green tree with a white background,an aerial view of a green field,an aerial view of the village and surrounding fields,0.0,0.4294155960430205,0.0,0.5,0.0,0.3808165329771115
R2,tile_0151,a close up of a green leaf,an aerial view of a green field with a small house,an aerial view of a farm in the countryside,0.2147077980215102,0.4545454545454545,0.25,0.5,0.0870444679250421,0.3112574675270538
R2,tile_0152,a green leaf with a white background,an aerial view of the site of the former fort,an aerial view of the site of the former school,0.0,0.9,0.0,0.9,0.0,0.8680942667801238
R2,tile_0153,a blur of a leaf,an aerial view of the golf course at the golf course,an aerial view of the site of the proposed site,0.0735758882342884,0.5454545454545454,0.1333333333333333,0.5714285714285713,0.1707761131901165,0.3879604638938763
R2,tile_0154,a green leaf with white flowers,an aerial view of a green field with a small house,an aerial view of a farm and fields,0.1194218850956315,0.4545454545454545,0.1428571428571428,0.5263157894736842,0.0,0.3408242166238353
R2,tile_0155,a green leaf with white flowers,a satellite image of a golf course,an aerial view of the golf course at the golf course,0.0,0.2420220522890396,0.0,0.3333333333333332,0.0,0.3808094695456141
R2,tile_0156,a close up of a green leaf,an aerial view of a green field with a river running through it,an aerial view of a farm in the countryside,0.2147077980215102,0.3846153846153846,0.25,0.4545454545454546,0.0870444679250421,0.2746117864358066
R2,tile_0157,a green leaf with a white stripe,an aerial view of a lake and a road,an aerial view of the golf course at the golf club,0.0,0.3558832901852479,0.0,0.3999999999999999,0.0,0.250302046246969
R2,tile_0158,a close up of a green leaf,aerial view of the golf course at the golf club,an aerial view of a golf course,0.2857142857142857,0.5,0.2857142857142857,0.588235294117647,0.1016306697911265,0.5098785552331822
R2,tile_0159,a blur of a tree in the forest,a satellite image of a golf course,an aerial view of the site of the proposed site,0.1947001957678512,0.0930627225044365,0.2222222222222222,0.1176470588235294,0.2605556710562624,0.1273595297947935
R2,tile_0160,a small insect on a leaf,an aerial view of a golf course,an aerial view of a green field with a river and a small lake,0.1317985690578633,0.2627710294081731,0.3,0.4761904761904762,0.0834094114395393,0.3359813637757791
R2,tile_0161,a black and white dog is walking on a leash,an aerial view of the golf course at the golf course,an aerial view of the lake and surrounding area,0.1,0.4545454545454545,0.1052631578947368,0.5,0.0633548122219654,0.3290103112653675
R2,tile_0162,"a large, bright, yellow, and black object in the sky",a blury background with a blury pattern,a bird flying in the sky,0.4,0.1428571428571428,0.5,0.1538461538461538,0.2952675553824053,0.0
R2,tile_0163,a large amount of dust in the sky,a blurry background,a fire hydra is in the background,0.375,0.1757314254104844,0.3999999999999999,0.4,0.184431916622613,0.1757860783933462
R2,tile_0164,a black and white image of a person,a blurry background,a bird flying in the sky,0.125,0.1226264803904807,0.1428571428571428,0.2222222222222222,0.0,0.0
R2,tile_0165,a large amount of colored con con con con con con con con con con con con con con con con con con con con con con con,a bird is sitting on a branch,a man is standing on a beach with a surfboard,0.0357142857142857,0.372250890017746,0.0526315789473684,0.4705882352941176,0.0,0.206136966068286
R2,tile_0166,a woman with a green dress and a white shirt,a large green field,a large body of water,0.1,0.3894003915357024,0.1333333333333333,0.4444444444444445,0.0,0.1707761131901164
R2,tile_0167,a blur of a tree in the night,an aerial view of a green field with a lake,an aerial view of a small village in the middle of the countryside,0.2676307142594951,0.3704091103408589,0.380952380952381,0.4347826086956522,0.3502790273840264,0.2911650526086002
R2,tile_0168,a green emerald gems,an aerial view of the site of the former fort,an aerial view of the site of the proposed site,0.0,0.8,0.0,0.8000000000000002,0.0,0.7900322566465156
R2,tile_0169,a green leaf with a white background,an aerial view of the site of the proposed site,an aerial view of a farm and fields,0.1238396999643116,0.4,0.1333333333333333,0.4444444444444445,0.0,0.3188231972456646
R2,tile_0170,a close up of a green leaf,an aerial view of a green field,an aerial view of the site of the proposed site,0.0930627225044365,0.372250890017746,0.1176470588235294,0.4705882352941176,0.1273595297947935,0.3562339138059969
R2,tile_0171,a blur of a flower in a green field,an aerial view of a field with a road,an aerial view of the site of the proposed site,0.0994265907571521,0.3977063630286087,0.1052631578947368,0.4210526315789474,0.1152155433779312,0.3188231972456646
R2,tile_0172,a close up of a green and white flower,a green field with a small patch of grass,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0173,a green leaf with white spots,an aerial view of the golf course,aerial view of the valley,0.0,0.5714285714285714,0.0,0.6666666666666666,0.0,0.5193879933129156
R2,tile_0174,a green leaf with a blur effect,an aerial view of the golf course at the golf course,an aerial view of the countryside,0.0,0.4545454545454545,0.0,0.5882352941176471,0.0,0.4474497625772647
R2,tile_0175,a green leaf with a blur effect,an aerial view of a golf course,an aerial view of the farm and surrounding fields,0.0,0.4294155960430205,0.0,0.5,0.0,0.3808165329771115
R2,tile_0176,a close up of a green leaf,an aerial view of the golf course at the golf course,an aerial view of a farm and lake,0.2476793999286233,0.3636363636363636,0.2666666666666666,0.4210526315789474,0.0934947749753671,0.2330483176470229
R2,tile_0177,a green leaf with a white spot,an aerial view of a golf course,an aerial view of the golf course at the golf club,0.0,0.4840441045780793,0.0,0.6666666666666665,0.0,0.6258188344165561
R2,tile_0178,a green background with white and black spots,a satellite image of a green field,an aerial view of the farm and surrounding fields,0.1103121128230744,0.1073538990107551,0.1176470588235294,0.125,0.0680496308783247,0.0817680414659993
R2,tile_0179,a black and white cat is sitting in the grass,a satellite image of a lake surrounded by trees,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0180,a green leaf with a white flower on it,a green field,an aerial view of the golf course at the golf course,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0181,a black cat is standing on a white surface,a green piece of moss,a large body of water,0.111111111111111,0.4,0.1428571428571428,0.4000000000000001,0.0,0.1443835552773867
R2,tile_0182,a black cat sitting on a white surface,a green leaf,a plane flying over a lush green forest,0.25,0.1259170685583745,0.25,0.3636363636363636,0.0,0.1757860783933462
R2,tile_0183,a very large cluster of stars,a blurry background,a purple background with a white and black background,0.1010884432854389,0.0902235221577417,0.1333333333333333,0.3333333333333333,0.0,0.3112574675270538
R2,tile_0184,a black and white dog,a green tree,a large body of water,0.2,0.1711390396775306,0.2,0.25,0.0,0.0
R2,tile_0185,a green leaf with a white background,a satellite image of a green forest,a large hill with a forest in the background,0.4294155960430205,0.3220616970322653,0.5,0.375,0.206136966068286,0.0934947749753671
R2,tile_0186,a green and white diamond,an aerial view of the countryside,an aerial view of a farm in the countryside,0.0898657928234443,0.6065306597126334,0.1428571428571428,0.8,0.0,0.7765145304745155
R2,tile_0187,a white and black cat,a satellite image of a golf course,an aerial view of the countryside,0.0,0.1428571428571428,0.0,0.1538461538461538,0.0,0.1016306697911265
R2,tile_0188,a green leaf with a white line on it,a satellite image of a field with a road,an aerial view of the site of the proposed site,0.0,0.0994265907571521,0.0,0.1052631578947368,0.0,0.1152155433779312
R2,tile_0189,a black and white cat is sitting on a tree,an aerial view of the golf course at the golf course,the site of the proposed gold mine in the kimberley,0.0,0.2727272727272727,0.0,0.2857142857142856,0.0,0.2794997400880393
R2,tile_0190,a bird is flying through the trees,a satellite image of a golf course,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0191,a green leaf with a white stripe,an aerial view of a green field with a road,an aerial view of the countryside,0.0,0.4,0.0,0.5,0.0,0.4112070550676187
R2,tile_0192,a green leaf with a white spot,an aerial view of a golf course,an aerial view of the farm and surrounding fields,0.0,0.4294155960430205,0.0,0.5,0.0,0.3808165329771115
R2,tile_0193,a blur of a person in a green shirt,an aerial view of a farm and field,an aerial view of the farm and surrounding fields,0.111111111111111,0.6618726769384466,0.1111111111111111,0.7058823529411765,0.0739712948346599,0.615218690896332
R2,tile_0194,a green leaf with white spots,an aerial view of the site of the proposed site,an aerial view of the farm and surrounding fields,0.0,0.5,0.0,0.5263157894736842,0.0,0.4265307066293535
R2,tile_0195,a green background with a blur effect,a satellite image of the golf course at the augusta course,an aerial view of a farm and a small town,0.186125445008873,0.1818181818181818,0.2352941176470588,0.1904761904761905,0.0,0.0502783746991485
R2,tile_0196,a green background with a small white dot,a satellite image of a green field,an aerial view of the golf course at the course,0.0,0.0930627225044365,0.0,0.1176470588235294,0.0,0.0648911121832301
R2,tile_0197,a close up of a green leaf,a satellite image of a golf course,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0198,a black and white dog,a green leaf,an aerial view of the island,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0199,a black and white photo of a man in a suit,a green tree,the green lake in the middle of the forest,0.1818181818181818,0.0451117610788708,0.1999999999999999,0.1666666666666666,0.1021400742864552,0.1083015604191158
R2,tile_0200,a man in a green shirt and black pants,a large field,an aerial view of the amazon river in the amazon rainforest,0.0889708225463119,0.0,0.0999999999999999,0.0,0.0521095355704661,0.0
R2,tile_0201,a black cat is sitting on a white surface,a green leaf,a green leaf with a white stripe,0.3333333333333333,0.2635971381157267,0.375,0.6,0.0934947749753671,0.5023287782256719
R2,tile_0202,a green toy car with a pink top,a satellite image of a green field,an aerial view of the site of the battle of britain,0.0,0.0806740174296798,0.0,0.1111111111111111,0.0,0.1875209628231685
R2,tile_0203,a green leaf with a white background,a satellite image of the site of the proposed site,aerial view of the road leading to the village of the old castle,0.0,0.2963272882726872,0.0,0.3478260869565217,0.0,0.398825998901695
R2,tile_0204,a green leaf with a white background,a satellite image of the golf course at the golf course,aerial view of the river and the surrounding area,0.0,0.2727272727272727,0.0,0.3,0.0,0.2355894430780044
R2,tile_0205,a bird is sitting on a branch,a satellite image of a green field with a road,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0206,a green gems with a white center,an aerial view of the site of the site of the first battle,an aerial view of the village and surrounding fields,0.0,0.3846153846153846,0.0,0.4545454545454546,0.0,0.4371640378563157
R2,tile_0207,a blur of green leaves,an aerial view of a farm and a field,a large field with a large building in the middle,0.0735758882342884,0.2982797722714565,0.1333333333333333,0.3157894736842105,0.0,0.0643709936653275
R2,tile_0208,a blur of a tree in the forest,an aerial view of the golf course at the golf course,an aerial view of a green field with trees,0.2206242256461488,0.3636363636363636,0.2352941176470588,0.3999999999999999,0.078744603455945,0.2128312063057196
R2,tile_0209,a small bird perched on a branch of a tree,a satellite image of the golf course at the golf course,an aerial view of the village and surrounding countryside,0.1,0.1818181818181818,0.1052631578947368,0.1999999999999999,0.0680496308783247,0.1458575614459001
R2,tile_0210,a green leaf with a white background,an aerial view of the golf course at the golf course,an aerial view of the golf course,0.0,0.6363636363636364,0.0,0.7777777777777778,0.0,0.8914818747827301
R2,tile_0211,a white cat is sitting on a green chair,an aerial view of a large field with a lake,an aerial view of a farm and fields,0.111111111111111,0.5,0.1176470588235294,0.5555555555555556,0.0,0.368023208756115
R2,tile_0212,a green leaf with a white background,an aerial view of the golf course,an aerial view of a green field with a small house,0.3226960697187195,0.3226960697187195,0.4444444444444444,0.4444444444444444,0.1785662155575748,0.3408242166238353
R2,tile_0213,a white bird sitting on top of a tree,an aerial view of a large green field,an aerial view of a large green field,0.2222222222222222,1.0,0.2352941176470588,1.0,0.07780894359285,1.0000000000000004
R2,tile_0214,a green leaf with white spots,a green area with a river and trees,aerial view of a golf course in the forest,0.1010884432854389,0.1103121128230744,0.1333333333333333,0.1176470588235294,0.0,0.0
R2,tile_0215,a close up of a green leaf,a satellite image of a golf course,an aerial view of the lake and surrounding area,0.1073538990107551,0.1073538990107551,0.125,0.125,0.0817680414659993,0.0817680414659993
R2,tile_0216,a black and white dog with a green background,a green area with a small patch of land,an aerial view of the island,0.0,0.111111111111111,0.0,0.1333333333333333,0.0,0.0845798608014702
R2,tile_0217,a bunch of pink flowers on a white background,an aerial view of a green area with trees,a river in the middle of a forest,0.3333333333333333,0.2222222222222222,0.3529411764705882,0.2352941176470588,0.0845798608014702,0.0787446034559451
R2,tile_0218,a black and white cat sitting on a tree branch,a small island in the middle of a body of water,an island in the middle of the ocean,0.0,0.4545454545454545,0.0,0.5263157894736842,0.0,0.5426113511847571
R2,tile_0219,a black dog with a pink collar,a green leaf,an aerial view of the island,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0220,a white cloud with a red and green background,a green field with a white sky in the background,an aerial view of the land in the area,0.0,0.2,0.0,0.2105263157894737,0.0,0.1963538799734189
R2,tile_0221,a blur of a tree in the forest,a satellite image of a lake surrounded by trees,an aerial view of a green field with a lake,0.2920502936517768,0.3977063630286087,0.3333333333333332,0.4210526315789474,0.078744603455945,0.1559289254870836
R2,tile_0222,a bird is sitting on a leaf in the forest,a satellite image of a road through a green field,an aerial view of the countryside,0.1,0.1,0.125,0.125,0.0787446034559451,0.0845798608014702
R2,tile_0223,a green leaf with a blur effect,an aerial view of a green field with a river,an aerial view of a road in the countryside,0.1073538990107551,0.5,0.125,0.5263157894736842,0.0,0.3360969272762575
R2,tile_0224,a man in a suit and tie is walking down the street,a large body of water,a large body of water,0.0833333333333333,1.0,0.1176470588235294,1.0,0.0,1.0
R2,tile_0225,a green leaf with a blur effect,an aerial view of a golf course,an aerial view of a farm in the countryside,0.1073538990107551,0.5367694950537757,0.125,0.6250000000000001,0.0,0.4112070550676187
R2,tile_0226,a green leaf with white flowers,an aerial view of a green field with trees,an aerial view of the countryside,0.0,0.4444444444444444,0.0,0.5333333333333333,0.0,0.4112070550676187
R2,tile_0227,a close up of a green leaf,an aerial view of a golf course,an aerial view of a farm and fields,0.2476793999286233,0.6191984998215584,0.2666666666666666,0.6666666666666666,0.0934947749753671,0.4502681446556265
R2,tile_0228,a green and white background with a small white flower,an aerial view of the golf course at the golf course,an aerial view of a farm and a field,0.3,0.3636363636363636,0.3157894736842105,0.3999999999999999,0.0643709936653275,0.2330483176470229
R2,tile_0229,a green and white background with a small white flower,an aerial view of the green fields and trees,an aerial view of the farm and surrounding fields,0.1,0.7777777777777778,0.1052631578947368,0.7777777777777778,0.0562971575750713,0.6392306240536285
R2,tile_0230,a blur of a leaf,an aerial view of a golf course,an aerial view of a farm and a small village,0.2207276647028654,0.4653136125221825,0.4,0.588235294117647,0.1167177354603279,0.4112070550676187
R2,tile_0231,a blur of a tree,a satellite image of a green forest,aerial view of the golf course at the golf course at the golf course,0.0330597776443173,0.0525542058816346,0.1052631578947368,0.0952380952380952,0.0552440255662314,0.0411992812616254
R2,tile_0232,a black and white photo of a man in a suit,a green forest with a river running through it,a large green field with a small river,0.1818181818181818,0.5555555555555556,0.2105263157894737,0.5882352941176471,0.0,0.3041257418754935
R2,tile_0233,a green leaf with white spots,an aerial view of the golf course at the golf course,an aerial view of the site of the proposed site,0.0,0.5454545454545454,0.0,0.5714285714285713,0.0,0.3879604638938763
R2,tile_0234,a green and white flower with a white background,an aerial view of the golf course at the golf course,an aerial view of the golf course at the golf club,0.0,0.9090909090909092,0.0,0.9090909090909092,0.0,0.9102105182313398
R2,tile_0235,a bunch of flowers,a green leaf,a large body of water,0.3894003915357024,0.1711390396775306,0.4444444444444445,0.25,0.1707761131901164,0.0
R2,tile_0236,a black cat is sitting on a white surface,a piece of broccote,a small island in the middle of a lake,0.2222222222222222,0.143252398430095,0.2222222222222222,0.3076923076923076,0.0,0.1253669379873173
R2,tile_0237,a bunch of green leaves floating in the air,a green area,a large body of water,0.2222222222222222,0.1711390396775306,0.2857142857142857,0.25,0.0986796179798695,0.0
R2,tile_0238,a tree with green leaves in the fore,a satellite image of a green field,an aerial view of a golf course,0.125,0.2857142857142857,0.1333333333333333,0.2857142857142857,0.0,0.1016306697911265
R2,tile_0239,a green plant with white flowers in the background,a satellite image of the site of the proposed site,an aerial view of the countryside,0.111111111111111,0.2,0.1333333333333333,0.25,0.0787446034559451,0.2720902584969815
R2,tile_0240,a green leaf with a white flower on it,a satellite image of a golf course,an aerial view of a farm and a road,0.2222222222222222,0.3220616970322653,0.2222222222222222,0.375,0.0,0.0934947749753671
R2,tile_0241,a blur of leaves,an aerial view of a golf course,an aerial view of a green field with a road,0.1115650800742149,0.4653136125221825,0.2857142857142857,0.588235294117647,0.1167177354603279,0.4112070550676187
R2,tile_0242,a close up of a green leaf,a green field with trees and water,a large area with a river and trees,0.2476793999286233,0.4953587998572467,0.2666666666666666,0.5333333333333333,0.0,0.3360969272762574
R2,tile_0243,a green gems stone,an aerial view of the site of the former fort,an aerial view of a farm in the hills,0.0716261992150475,0.5,0.1538461538461538,0.5263157894736842,0.0,0.5147429270236511
R2,tile_0244,a green and white background with a small white dot,an aerial view of the golf course at the golf club,an aerial view of a farm in the countryside,0.1,0.4545454545454545,0.1052631578947368,0.5,0.0,0.3885263357966653
R2,tile_0245,a green leaf with white spots,a satellite image of a golf course,an aerial view of the river and surrounding farmland,0.0,0.1073538990107551,0.0,0.125,0.0,0.0817680414659993
R2,tile_0246,a green background with a blur of leaves,a satellite image of a golf course,an aerial view of the countryside,0.125,0.1428571428571428,0.1428571428571428,0.1538461538461538,0.0919399817407808,0.1016306697911265
R2,tile_0247,a green background with a white background,a satellite image of the golf course,an aerial view of a farm in the middle of the country,0.0699345227938504,0.2098035683815513,0.1052631578947368,0.3157894736842105,0.0,0.2720902584969815
R2,tile_0248,a blur of a tree in the forest,a green field with a small pond in the middle,an aerial view of a green valley,0.25,0.2,0.2666666666666666,0.2352941176470588,0.0919399817407808,0.078744603455945
R2,tile_0249,a blur of green leaves,an aerial view of the golf course at the golf course,an aerial view of the village of the village of the village of the village of the village of the village,0.0081524407956732,0.2197583571977088,0.0769230769230769,0.3749999999999999,0.1680058319144255,0.3421778496540233
R2,tile_0250,a blur of a tree in the forest,a satellite image of a green area with a river and a forest,an aerial view of the golf course at the course,0.1947001957678512,0.0769230769230769,0.2222222222222222,0.0869565217391304,0.1997638141375695,0.0472306204546317
R2,tile_0251,a green tree in the middle of a field,an aerial view of the park,a large mountain with a small town in the middle,0.4971329537857609,0.0855695198387653,0.5263157894736842,0.125,0.2532094495161745,0.078744603455945
R2,tile_0252,a close up of a green leaf,an aerial view of a green field with a river,an aerial view of the golf course at the golf club,0.0806740174296798,0.3619349672143838,0.1111111111111111,0.380952380952381,0.0626145154691358,0.2285881613795591
R2,tile_0253,a group of black and white butterflies flying in the sky,a green leaf,a satellite image of a small island in the middle of a lake,0.3031828793000656,0.0118913311157508,0.3333333333333333,0.125,0.2307858051498197,0.0
R2,tile_0254,a vase with flowers in it,a satellite image of a green island,a large body of water,0.1666666666666666,0.2857142857142857,0.1818181818181818,0.3333333333333333,0.0,0.1273595297947935
R2,tile_0255,a green plant with a white background,a satellite image of a green field,a large body of water,0.1428571428571428,0.2857142857142857,0.1666666666666666,0.3333333333333333,0.0,0.1273595297947935
R2,tile_0256,a white and black cat is looking up at the camera,a green leaf,a large body of water with a small island in the middle,0.1660183120513204,0.0165956894559546,0.1739130434782608,0.1333333333333333,0.0532538373370539,0.0
R2,tile_0257,a blur of a tree in the sky,an aerial view of a green field with a river,an aerial view of the countryside,0.25,0.4,0.2857142857142857,0.5,0.2019930924979184,0.4112070550676187
R2,tile_0258,a green leaf with white spots,an aerial view of the village of the village of the village of the village of the village of the village,an aerial view of a village in the mountains,0.1010884432854389,0.2857142857142857,0.1333333333333333,0.4,0.0,0.6318758643254954
R2,tile_0259,a blur of a green leaf,an aerial view of a green field with trees,aerial view of the countryside,0.1666666666666666,0.3333333333333333,0.1818181818181818,0.4285714285714285,0.1273595297947935,0.317107466580271
R2,tile_0260,a green and white flower with a white flower in the middle,a golf course with a green field and trees,an aerial view of the golf course at the golf club,0.0833333333333333,0.1779416450926239,0.0869565217391304,0.1999999999999999,0.0763368262526085,0.1749674789273179
R2,tile_0261,a green leaf with a white background,an aerial view of the river and surrounding farmland,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0262,a green leaf with white spots,a satellite image of a golf course,an aerial view of a green field with trees,0.3032653298563167,0.2147077980215102,0.4,0.25,0.1908740661302035,0.0870444679250421
R2,tile_0263,a green and white background with a small bird,a green field with a river running through it,aerial view of the countryside in the french countryside,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0264,a bird is sitting on a branch of a tree,an aerial view of a green field with a river,aerial view of the countryside,0.1,0.3,0.1333333333333333,0.4,0.0934947749753671,0.317107466580271
R2,tile_0265,a close up of a green leaf,aerial view of the golf course at the golf course at the golf course,an aerial view of a green field with trees,0.3220616970322653,0.2142857142857142,0.375,0.2608695652173913,0.1908740661302035,0.1043116360221943
R2,tile_0266,a blur of a tree in the forest,a green field with a small lake in the middle,aerial view of the valley and surrounding hills of the valley of the river,0.1180916381852536,0.0670320046035639,0.1818181818181818,0.0833333333333333,0.3103322622221813,0.1142134375571438
R2,tile_0267,a tree with green leaves in the background,a satellite image of a green field with a road,an aerial view of a green valley,0.25,0.3,0.2666666666666666,0.3529411764705882,0.0845798608014702,0.184431916622613
R2,tile_0268,a green background with a white and black pattern,a green and white surface with a small patch of water,a large mountain with a forest in the background,0.4444444444444444,0.2727272727272727,0.4444444444444444,0.3,0.1683975003721527,0.0680496308783247
R2,tile_0269,a blur of a leaf,a satellite image of the golf course at the golf course,aerial view of the valley of the river,0.1097623272188052,0.2727272727272727,0.1538461538461538,0.3157894736842105,0.2019930924979183,0.291035522046456
R2,tile_0270,a black and white dog sitting on top of a green leaf,an aerial view of a green field and a lake,an aerial view of a green valley and a river,0.4166666666666667,0.8,0.4545454545454545,0.8000000000000002,0.2038037084651848,0.6029748160380571
R2,tile_0271,a green and white diamond,a green field,a large body of water,0.2,0.1711390396775306,0.2,0.25,0.0,0.0
R2,tile_0272,a green plant with a white background,a green field,an aerial view of the golf course at the golf course,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0273,a close up of a green leaf,an aerial view of the green fields and trees,aerial view of the countryside,0.1428571428571428,0.4444444444444444,0.1666666666666666,0.5714285714285714,0.1123427789154277,0.4392749903163555
R2,tile_0274,a green leaf with pink flowers in the background,a satellite image of a lake and a forest,an aerial view of a green field with a lake,0.2982797722714565,0.3977063630286087,0.3157894736842105,0.4210526315789474,0.1443835552773867,0.1707761131901165
R2,tile_0275,a green background with small white dots,an aerial view of a green field,an aerial view of the countryside,0.0,0.5714285714285714,0.0,0.6153846153846153,0.0,0.5031026124151314
R2,tile_0276,a small bird sitting on top of a green leaf,a satellite image of a golf course,aerial view of the countryside,0.1,0.1428571428571428,0.1333333333333333,0.1666666666666666,0.0870444679250421,0.1123427789154277
R2,tile_0277,a green leaf with white flowers,an aerial view of a golf course,an aerial view of the countryside,0.0,0.5714285714285714,0.0,0.6153846153846153,0.0,0.5031026124151314
R2,tile_0278,a green and white camouflage cam cam cam,an aerial view of a golf course,an aerial view of a farm in the countryside,0.1103121128230744,0.5367694950537757,0.1176470588235294,0.6250000000000001,0.0,0.4112070550676187
R2,tile_0279,a close up of a green leaf,an aerial view of a green field,an aerial view of the countryside,0.1428571428571428,0.5714285714285714,0.1538461538461538,0.6153846153846153,0.1016306697911265,0.5031026124151314
R2,tile_0280,a green and white flower with a black center,a satellite image of a green field,an aerial view of a green field with a small house in the middle,0.2550015203277478,0.2627710294081731,0.3478260869565217,0.4761904761904762,0.1244285461998526,0.2496354941438124
R2,tile_0281,a green background with lots of small leaves,a satellite image of a green field,an aerial view of a green valley,0.375,0.4285714285714285,0.3999999999999999,0.4285714285714285,0.184431916622613,0.225764846002616
R2,tile_0282,a green leaf with a white background,an aerial view of a golf course,an aerial view of a green field with trees,0.3220616970322653,0.5367694950537757,0.375,0.6250000000000001,0.1908740661302035,0.4112070550676187
R2,tile_0283,a green background with a white flower,an aerial view of a green field,an aerial view of the golf course at the golf club,0.0,0.3226960697187195,0.0,0.4444444444444444,0.0,0.2796724903912866
R2,tile_0284,a green leaf with white flowers,a satellite image of a golf course,a view of the valley from the air,0.1194218850956315,0.2476793999286233,0.1428571428571428,0.2666666666666666,0.0,0.0817680414659993
R2,tile_0285,a green plant with white flowers,an aerial view of a green field with a small lake,an aerial view of a green valley with a small lake,0.2172991042535391,0.9090909090909092,0.3529411764705882,0.9090909090909092,0.1785662155575748,0.8019783064439235
R2,tile_0286,a blur of a tree in the forest,a green area with a small lake in the middle,aerial view of the valley of the river,0.25,0.1,0.25,0.1111111111111111,0.3187840217537793,0.1167177354603279
R2,tile_0287,a green leaf with a white background,a golf course in the woods,an aerial view of the village of the village of the village of the village of the village of the village,0.0,0.0136808331039831,0.0,0.074074074074074,0.0,0.1481965429809274
R2,tile_0288,a blur of a tree,an aerial view of a green field with a road,an aerial view of the site of the proposed site,0.0735758882342884,0.4,0.1333333333333333,0.4000000000000001,0.1707761131901165,0.2911650526086002
R2,tile_0289,a white plate with a bunch of black and white flowers,a green leaf,a satellite image of the island,0.1818181818181818,0.1226264803904807,0.2352941176470588,0.2222222222222222,0.0735747461058951,0.0
R2,tile_0290,a white apple sitting on top of a pile of green leaves,a lake surrounded by green grass and trees,a large green lake surrounded by trees,0.1666666666666666,0.75,0.2105263157894737,0.7999999999999999,0.0636012057567121,0.6327904583679945
R2,tile_0291,a close up of a green leaf,aerial view of the golf course at the golf course,an aerial view of a farm in the countryside,0.2147077980215102,0.4,0.25,0.4210526315789474,0.0870444679250421,0.2911650526086002
R2,tile_0292,a bird sitting on a branch in the woods,an aerial view of a green field with a road,an aerial view of the farm and surrounding fields,0.111111111111111,0.4,0.1111111111111111,0.4210526315789474,0.0680496308783247,0.3112574675270538
R2,tile_0293,a green leaf with white flowers,an aerial view of a green field,an aerial view of a farm and fields,0.1194218850956315,0.6191984998215584,0.1428571428571428,0.6666666666666666,0.0,0.4502681446556265
R2,tile_0294,a blur of green leaves,a satellite image of a green field,a satellite image of a golf course,0.2681280184142557,0.7142857142857143,0.3333333333333333,0.7142857142857143,0.1273595297947935,0.4316134189707514
